id,source,title,publication_date,section,page,length,byline,ent_countries,ent_places,ent_places_fr,ent_places_nl,ent_places_uk,n_entities,n_sentences,n_stopwords,n_tokens,n_unique_entities,n_words,pos_adj,pos_adp,pos_adv,pos_conj,pos_det,pos_noun,pos_num,pos_pron,pos_propn,pos_punct,pos_space,pos_verb,pos_x,unique_ent_countries,unique_ent_places,unique_ent_places_fr,unique_ent_places_nl,unique_ent_places_uk
teleg_0284,Telegraaf,’Superduo’ in spotlights,2017-06-24,buitenland,18,373,Ruud Mikkers,3,3,,,,6,25,174,432,3,258,34,44,20,22,39,100,8,24,4,39,30,66,2,2,1,,,
teleg_0285,Telegraaf,Arrogantie,2017-06-24,buitenland,19,449,Frank van Vliet,4,2,,,,6,35,232,539,4,307,40,43,41,28,40,106,7,50,11,59,34,78,2,2,2,,,
teleg_0286,Telegraaf,RBS Nederland is nu NatWest,2017-06-24,financieel,39,248,Ruben Eg,5,,,1,1,7,16,101,268,4,167,17,41,12,5,28,76,7,7,3,20,20,29,3,2,,,1,1
teleg_0287,Telegraaf,Bonussen killen of banen binnenhalen,2017-06-26,binnenland,1,213,door Martin Visser en,2,,,1,,3,9,85,238,2,153,19,26,14,10,22,55,2,10,8,20,20,32,,1,,,1,
teleg_0288,Telegraaf,PvdA vloert banenlobby,2017-06-26,binnenland,2,1162,,7,5,,2,4,18,71,590,1339,6,749,71,149,92,69,133,308,13,99,10,111,93,186,5,1,3,,1,1
teleg_0289,Telegraaf,’Hier kan je veel zorg van kopen’,2017-06-26,binnenland,3,474,Van onze verslaggevers,3,1,,1,1,6,36,253,570,4,317,33,59,52,27,61,129,8,39,9,43,38,69,3,1,1,,1,1
teleg_0291,Telegraaf,’Beste jaar sinds crisis’,2017-06-26,financieel,21,727,Dorinde Meuzelaar,6,,,1,,7,50,328,815,5,487,55,73,61,40,92,187,8,32,4,81,64,112,6,4,,,1,
teleg_0294,Telegraaf,Hoge prijs May,2017-06-27,buitenland,16,478,Van onze correspondent,2,,,,2,4,24,236,553,4,317,30,61,30,21,74,128,13,30,7,43,37,74,5,2,,,,2
teleg_0295,Telegraaf,’Agressie nooit onze keus’,2017-06-27,financieel,22,1216,,1,,,,,1,93,700,1463,1,763,77,127,124,83,93,271,40,171,4,129,104,232,8,1,,,,
teleg_0296,Telegraaf,PvdA wil profiel aanscherpen,2017-06-28,binnenland,10,275,Van onze parlementaire,,,,1,,1,12,134,307,1,173,16,33,23,15,34,68,3,18,2,24,23,44,4,,,,1,
teleg_0298,Telegraaf,Italiaans gefoefel,2017-06-29,financieel,22,480,Martin Visser,6,,,,1,7,32,251,536,3,285,33,53,43,28,56,106,9,40,2,44,34,84,4,2,,,,1
teleg_0299,Telegraaf,EU-korting op de tocht,2017-06-29,financieel,23,120,,2,,,,,2,6,52,136,2,84,6,16,3,3,16,36,7,8,3,13,10,14,1,2,,,,
teleg_0300,Telegraaf,12,2017-06-30,regio,13,26,,1,,,1,,2,1,14,28,2,14,1,4,2,1,4,6,1,,2,1,2,4,,1,,,1,
teleg_0302,Telegraaf,’Verzekeraars lopen in Nederland voor’,2017-07-01,financieel,40,417,Gert van Harskamp,5,,,,1,6,34,218,489,3,271,30,49,42,20,42,95,7,41,5,58,38,60,2,2,,,,1
teleg_0304,Telegraaf,Vissers vangen bot,2017-07-03,buitenland,14,477,Ruud Mikkers,7,1,,,,8,30,229,551,5,322,49,50,41,20,66,98,20,17,7,50,41,87,5,4,1,,,
teleg_0305,Telegraaf,Feestje Hongkong verpest,2017-07-03,buitenland,15,465,Marcel Vink,13,4,,,,17,26,211,538,6,327,37,61,30,24,45,123,9,27,21,59,34,61,7,4,2,,,
teleg_0306,Telegraaf,De hele stad in één straat,2017-07-03,radiotv,26,590,Bernice Breure,1,,,,6,7,38,295,696,2,401,50,89,32,30,52,150,9,61,16,70,47,86,4,1,,,,1
teleg_0308,Telegraaf,’Non’ tegen sluiten Straatsburg,2017-07-06,buitenland,19,316,Ruud Mikkers,2,5,,1,1,9,21,150,368,6,218,19,33,30,16,37,78,5,17,8,37,25,59,4,1,3,,1,1
teleg_0309,Telegraaf,’Liever Zuidas dan Parijs of Berlijn’,2017-07-06,financieel,22,301,Pieter van Erven Dorens,,3,,6,,9,26,127,358,4,231,31,30,18,15,30,88,22,11,10,40,26,35,2,,3,,1,
teleg_0310,Telegraaf,Circus,2017-07-07,binnenland,2,220,,2,5,,,1,8,13,85,234,6,149,23,23,18,10,22,47,7,7,,19,17,37,4,2,3,,,1
teleg_0311,Telegraaf,Koningin Merkel,2017-07-08,buitenland,17,447,Frank van Vliet,,2,,,,2,36,253,533,2,280,30,50,33,32,46,99,1,61,10,42,40,85,4,,2,,,
teleg_0312,Telegraaf,EU vol van zelfvertrouwen,2017-07-08,buitenland,21,494,,10,2,,,,12,37,258,595,8,337,38,61,59,25,54,116,6,26,12,56,42,91,9,7,1,,,
teleg_0313,Telegraaf,Inflatiespook is de baas te blijven,2017-07-08,financieel,45,364,Theo Besteman,3,,,1,,4,26,147,399,3,252,34,46,33,14,31,91,9,19,3,35,30,53,1,2,,,1,
teleg_0314,Telegraaf,Europees Parlement zet Theresa May onder druk,2017-07-11,buitenland,19,348,Ruud Mikkers,4,2,,,,6,22,179,404,4,225,15,47,34,15,47,92,7,18,7,33,28,54,7,3,1,,,
teleg_0315,Telegraaf,Tuk op Brexit-erfenis,2017-07-12,binnenland,10,412,Ruud Mikkers,3,1,,3,1,8,23,174,455,4,281,33,47,25,20,48,103,9,20,8,48,34,58,2,1,1,,1,1
teleg_0316,Telegraaf,Snel rijzende ster van Jamali Maddix,2017-07-12,cultuur,13,383,Esther Kleuver,1,,,,,1,18,174,475,1,301,27,50,29,22,33,101,9,32,45,46,34,41,6,1,,,,
teleg_0317,Telegraaf,Een zwaar jaar voor Theresa May,2017-07-13,buitenland,19,542,Joost van Mierlo,1,,,,3,4,43,278,651,4,373,48,57,57,32,53,122,19,57,13,59,52,76,6,1,,,,3
teleg_0318,Telegraaf,QUOTE VAN DE DAG,2017-07-13,financieel,24,12,,,,,,,,1,5,11,0,6,1,1,1,1,,3,,1,,,,3,,,,,,
teleg_0319,Telegraaf,Macron paait Trump door ontvangst met klatergoud,2017-07-14,buitenland,19,352,Frank van Vliet,3,4,,,,7,19,180,409,6,229,33,51,27,12,39,80,5,27,12,30,32,57,4,3,3,,,
teleg_0320,Telegraaf,Britten gaan toch betalen,2017-07-15,buitenland,18,346,Van onze correspondent,,2,,,,2,16,173,390,1,217,21,48,20,19,42,92,5,18,10,26,28,56,5,,1,,,
teleg_0323,Telegraaf,Chaos rond Brexit,2017-07-18,buitenland,14,578,Joost van Mierlo,1,2,,,,3,27,272,651,2,379,45,76,40,29,57,143,13,26,16,53,51,100,2,1,1,,,
teleg_0325,Telegraaf,’Citi van Londen naar Frankfurt’,2017-07-19,financieel,21,62,,,,,,2,2,4,26,68,1,42,2,10,7,,6,17,3,3,1,7,4,7,1,,,,,1
teleg_0328,Telegraaf,Vraagtekens bij Unilever na snelle focus op cash,2017-07-21,financieel,20,558,Edwin van der Schoot,,,,2,1,3,26,225,644,3,419,44,71,37,26,46,154,47,19,11,65,47,75,2,,,,2,1
teleg_0330,Telegraaf,Britten: meer tijd voor Brexit,2017-07-22,buitenland,19,226,Van onze correspondent,1,1,,,,2,11,108,246,2,138,17,27,14,14,26,55,7,10,4,16,18,38,,1,1,,,
teleg_0331,Telegraaf,BoA kiest ook voor Dublin,2017-07-22,financieel,35,63,,1,3,,,2,6,4,28,71,3,43,3,10,3,1,7,22,,3,4,7,4,5,2,1,1,,,1
teleg_0332,Telegraaf,’Al die moeite voor niks’,2017-07-22,lifestyle,83,532,,,,,,,,62,327,711,0,384,49,64,62,35,30,105,5,112,3,91,49,104,2,,,,,
teleg_0333,Telegraaf,MarketAxess kiest A’dam,2017-07-24,financieel,17,84,,,,,3,,3,5,34,90,1,56,7,11,4,2,11,24,3,3,3,8,6,8,,,,,1,
teleg_0334,Telegraaf,Beursrust hindert BinckBank,2017-07-25,financieel,20,233,Ruben Eg,,,,,,,19,87,254,0,167,16,32,11,6,24,68,14,5,2,24,19,31,2,,,,,
teleg_0335,Telegraaf,’Al die moeite voor niks’,2017-07-26,lifestyle,3,532,,,,,,,,62,327,711,0,384,49,64,62,35,30,105,5,112,3,91,49,104,2,,,,,
teleg_0337,Telegraaf,Twijfels over deal KLM,2017-07-29,financieel,31,848,Yteke de Jong,6,3,,1,1,11,51,396,982,4,586,51,107,76,51,79,227,16,46,31,78,73,140,7,1,1,,1,1
teleg_0338,Telegraaf,Passchendaele,2017-07-31,buitenland,11,343,Joost van Mierlo,,5,,,,5,27,175,411,2,236,23,44,29,16,43,85,8,23,15,42,30,49,4,,2,,,
teleg_0340,Telegraaf,’Japanse bank naar Nederland’,2017-08-01,financieel,20,228,Van onze verslaggevers,3,,,5,3,11,15,112,263,4,151,17,30,17,8,31,54,10,6,6,27,18,34,5,2,,,1,1
teleg_0342,Telegraaf,Interesse in EMA na Brexit,2017-08-02,financieel,19,52,,1,,,1,1,3,3,25,61,3,36,,8,4,1,8,15,2,3,,9,4,7,,1,,,1,1
teleg_0343,Telegraaf,40.000,2017-08-02,financieel,21,25,,,,,,1,1,2,10,26,1,16,1,4,,1,3,8,1,1,2,2,1,2,,,,,,1
teleg_0344,Telegraaf,Brexit-jurk,2017-08-04,buitenland,15,327,Joost van Mierlo,,,,,,,22,158,405,0,247,30,37,28,17,44,79,4,24,15,42,28,52,5,,,,,
teleg_0345,Telegraaf,Tradeweb in Amsterdam,2017-08-04,financieel,19,56,,1,,,2,,3,3,21,57,2,36,4,7,5,2,6,14,1,,1,7,4,6,,1,,,1,
teleg_0346,Telegraaf,’AkzoNobel moet PPG overnemen’,2017-08-04,financieel,23,1044,,6,1,,,,7,83,517,1215,5,698,74,121,79,70,90,253,32,94,15,102,94,179,12,4,1,,,
teleg_0347,Telegraaf,Amsterdam tóch in trek,2017-08-05,financieel,31,851,Ruben Eg,7,3,,10,3,23,48,371,933,9,562,70,122,66,35,78,227,14,36,23,74,72,113,3,4,3,,1,1
teleg_0348,Telegraaf,’Britten bieden Brussel 40 miljard’,2017-08-07,buitenland,12,157,Van onze correspondent,,2,,,1,3,9,61,170,2,109,13,18,5,7,18,38,7,3,7,13,14,25,2,,1,,,1
teleg_0349,Telegraaf,Telefoons mee,2017-08-11,buitenland,15,333,,2,3,,,,5,20,169,381,3,212,25,42,41,24,28,71,3,22,2,32,28,61,2,2,1,,,
teleg_0350,Telegraaf,Brexit-angst raakt Adecco,2017-08-11,financieel,19,57,,1,,,,,1,3,28,69,1,41,5,9,3,1,10,20,,1,1,7,4,8,,1,,,,
teleg_0351,Telegraaf,Noord-Ierland heet hangijzer Brexit,2017-08-15,buitenland,15,443,Joost van Mierlo,12,,,,,12,24,219,516,5,297,36,45,34,16,54,123,8,30,6,47,40,74,3,5,,,,
teleg_0352,Telegraaf,Vooruitzichten pond somber,2017-08-15,financieel,20,268,Van een onzer verslaggevers,,,,1,1,2,25,128,318,2,190,18,33,21,17,35,73,8,11,2,33,23,43,1,,,,1,1
teleg_0353,Telegraaf,Aan de slag nu markten weer in beweging komen,2017-08-15,financieel,21,479,,4,,,,,4,32,208,506,4,298,40,58,45,14,60,116,4,15,1,47,38,64,4,4,,,,
teleg_0357,Telegraaf,Britten laten Noord-Ierse achterdeur naar EU open,2017-08-17,buitenland,14,308,Joost van Mierlo,9,,,,1,10,14,151,359,6,208,19,41,23,14,43,78,5,12,6,38,25,48,7,5,,,,1
teleg_0358,Telegraaf,Keep calm,2017-08-17,financieel,21,71,,,,,,,,8,31,91,0,60,5,4,8,2,9,26,1,2,2,12,5,14,1,,,,,
teleg_0359,Telegraaf,Pond fnuikt Nederlandse export,2017-08-18,financieel,21,235,Jasper Meeuwissen,2,,,1,,3,14,119,279,3,160,10,39,12,9,32,64,24,11,6,18,19,30,5,2,,,1,
teleg_0360,Telegraaf,Deuren en ramen wijd open na Brexit,2017-08-19,buitenland,16,292,,5,1,,,,6,20,144,334,4,190,27,27,32,16,33,69,3,19,5,32,23,45,3,3,1,,,
teleg_0361,Telegraaf,Koude oorlog met de kennis van nu,2017-08-22,cultuur,13,480,,,,,,1,1,29,222,576,1,354,44,60,34,25,50,119,4,44,19,62,42,63,10,,,,,1
teleg_0362,Telegraaf,Brexit brengt handel,2017-08-22,financieel,21,702,Dorinde Meuzelaar,3,1,,8,4,16,50,307,783,4,476,60,81,63,31,62,184,12,47,14,66,61,101,1,1,1,,1,1
teleg_0363,Telegraaf,’Uitdagers’ banken azen op Nederland,2017-08-23,financieel,23,536,Ruben Eg,9,,,4,,13,40,245,601,4,356,53,71,37,22,52,143,10,30,14,50,45,72,2,3,,,1,
teleg_0364,Telegraaf,Opnieuw concessie Britten richting EU,2017-08-24,buitenland,19,399,Joost van Mierlo,3,,,,1,4,21,199,456,3,257,35,49,26,21,51,91,1,28,10,37,35,66,6,2,,,,1
teleg_0365,Telegraaf,DFDS weinig last van Brexit,2017-08-24,financieel,23,109,,6,,,2,2,10,4,42,124,9,82,6,17,,6,12,37,3,5,4,17,8,9,,6,,,1,2
teleg_0366,Telegraaf,Congres goed voor de stad,2017-08-25,regio,12,271,Germa Graveland,3,1,,4,,8,17,141,323,4,182,21,37,17,15,29,75,12,17,11,26,24,37,2,2,1,,1,
teleg_0367,Telegraaf,Brexodus al op gang voordat Brexit feit is,2017-08-25,buitenland,16,310,Van onze correspondent,1,,,,,1,21,146,356,1,210,27,36,24,14,43,67,19,12,5,32,24,47,6,1,,,,
teleg_0368,Telegraaf,Zorgen EU over gebrek aan tijd voor Brexit-deal,2017-08-29,buitenland,18,490,Ruud Mikkers,7,2,,,1,10,25,247,579,6,332,48,61,45,27,57,118,12,24,6,49,44,80,8,4,1,,,1
teleg_0369,Telegraaf,De ruggengraat van Madam Prime Minister,2017-09-01,buitenland,18,342,,,1,,,,1,23,162,369,1,207,32,36,25,16,23,65,4,42,3,29,29,62,3,,1,,,
teleg_0370,Telegraaf,Lachen om prosecco,2017-09-01,buitenland,18,167,Maarten van Aalderen,2,,,,,2,11,73,195,2,122,19,13,10,6,17,43,1,14,8,22,14,28,,2,,,,
teleg_0371,Telegraaf,Brexit centenkwestie,2017-09-01,buitenland,18,477,Ruud Mikkers,6,3,,,,9,22,247,547,5,300,33,68,49,23,60,125,11,29,5,43,41,58,2,4,1,,,
teleg_0372,Telegraaf,Bij twijfel niet aannemen,2017-09-01,financieel,21,708,Martijn Klerks,1,,,1,,2,57,337,840,2,503,57,83,76,39,70,204,13,35,18,73,63,104,5,1,,,1,
teleg_0373,Telegraaf,Pond keldert door Brexit,2017-09-01,financieel,21,60,,1,,,1,,2,3,22,70,2,48,6,8,,3,9,18,4,1,2,6,4,9,,1,,,1,
teleg_0374,Telegraaf,Kermis aan Ierse Zee,2017-09-02,lifestyle,32,1318,,8,,,,31,39,93,618,1606,12,988,96,159,109,74,124,349,40,107,52,178,123,176,19,4,,,,8
teleg_0375,Telegraaf,Zomerblues op Damrak,2017-09-02,financieel,37,614,,2,,,1,,3,49,250,716,3,466,44,75,37,24,51,172,28,32,18,88,54,89,4,2,,,1,
teleg_0376,Telegraaf,Weekwinst aEX miniem,2017-09-02,financieel,40,240,Theo Besteman,3,,,,,3,22,101,305,2,204,16,30,22,8,27,71,11,9,11,38,22,37,3,2,,,,
teleg_0377,Telegraaf,Britten vinden kritiek dwaas,2017-09-04,financieel,21,87,,,1,,,1,2,6,46,106,2,60,6,8,12,4,8,21,,9,2,11,6,19,,,1,,,1
teleg_0378,Telegraaf,Kate is zwanger van een derde prins(es),2017-09-05,buitenland,18,303,Van onze correspondent,1,,,,2,3,19,147,353,3,206,19,33,28,16,36,83,5,24,3,34,25,47,,1,,,,2
teleg_0379,Telegraaf,Lezing,2017-09-06,binnenland,5,506,Marcel Peereboom Voller,1,,,,,1,36,240,571,1,331,33,56,35,25,59,129,3,42,8,51,44,78,8,1,,,,
teleg_0380,Telegraaf,"Geen Londen hier, please",2017-09-06,binnenland,6,460,,,,,2,5,7,36,225,553,2,328,39,61,45,21,41,119,13,33,13,48,38,75,7,,,,1,1
teleg_0381,Telegraaf,"’Geen Londen hier, please’",2017-09-06,binnenland,6,460,,,,,2,5,7,36,225,553,2,328,39,61,45,21,41,119,13,33,13,48,38,75,7,,,,1,1
teleg_0382,Telegraaf,Nederlandse visser vreest vangst maatje,2017-09-07,financieel,25,414,Gert van Harskamp,1,,,2,,3,33,171,486,3,315,48,50,26,13,44,112,25,14,10,50,37,54,3,1,,,2,
teleg_0385,Telegraaf,Virgin schiet in het rood,2017-09-11,financieel,21,710,Yteke de Jong,3,5,,,4,12,41,300,804,8,504,38,91,43,35,62,190,29,41,34,71,62,102,6,2,5,,,1
teleg_0386,Telegraaf,’Amsterdam logische keuze’,2017-09-12,financieel,22,545,,7,2,,5,2,16,37,219,619,7,400,47,58,42,22,39,155,12,34,18,64,48,77,3,2,2,,1,2
teleg_0387,Telegraaf,Europese belangen,2017-09-12,financieel,22,490,,10,,,2,,12,25,227,548,10,321,46,58,40,30,43,123,9,34,4,49,39,70,3,8,,,2,
teleg_0389,Telegraaf,’Winning mood’ eurofielen is misplaatst,2017-09-14,binnenland,8,381,,2,3,,,,5,34,194,453,4,259,36,36,41,20,37,95,11,31,5,46,33,61,1,1,3,,,
teleg_0391,Telegraaf,Britse rente sneller omhoog,2017-09-15,financieel,24,265,Van een onzer verslaggevers,,,,1,1,2,16,128,318,2,190,19,34,14,12,49,78,10,10,3,25,23,37,4,,,,1,1
teleg_0392,Telegraaf,Duitsland nu wereldmacht,2017-09-16,buitenland,16,882,,16,13,,6,,35,64,404,1020,10,616,77,89,61,68,72,234,11,62,30,95,80,133,8,5,4,,1,
teleg_0393,Telegraaf,’We zijn de grote van de kleintjes’,2017-09-16,reportage,34,961,,27,1,,1,,29,123,557,1224,13,667,54,106,113,52,77,225,13,142,18,135,86,198,5,11,1,,1,
teleg_0394,Telegraaf,Ondernemers manen May,2017-09-18,financieel,20,100,,1,,,,,1,4,52,112,1,60,5,15,9,7,15,24,4,1,2,7,7,16,,1,,,,
teleg_0395,Telegraaf,’Bijenkorf’ beurshandel door nieuwe regels Brussel bedreigd,2017-09-18,financieel,21,410,Theo Besteman,3,,,2,1,6,33,153,450,3,297,31,40,20,19,24,119,10,30,12,49,34,60,2,1,,,1,1
teleg_0396,Telegraaf,Rotterdam wil terug aan de maritieme top,2017-09-19,binnenland,12,407,Maarten Ritman,,2,,8,1,11,32,167,465,4,298,35,50,33,20,33,108,4,18,21,44,37,58,4,,2,,1,1
teleg_0397,Telegraaf,AEX nadert 530 punten,2017-09-19,financieel,24,237,Johan Wiering,,,,,,,19,98,268,0,170,18,30,15,8,34,67,9,4,8,18,21,32,4,,,,,
teleg_0398,Telegraaf,10.000,2017-09-19,financieel,25,26,,,1,,,,1,1,10,27,1,17,3,4,1,1,3,9,1,1,,2,1,1,,,1,,,
teleg_0399,Telegraaf,GOEROES,2017-09-19,financieel,26,46,,,,,,,,4,27,57,0,30,5,7,3,3,5,11,4,3,1,5,3,7,,,,,,
teleg_0400,Telegraaf,’Wees zuinig op onze schatkist’,2017-09-20,binnenland,15,578,Van onze verslaggevers,2,1,,2,,5,33,278,640,4,362,49,60,62,27,54,136,4,35,10,46,51,97,9,2,1,,1,
teleg_0401,Telegraaf,Personeelstekorten in verschiet,2017-09-20,binnenland,20,745,Van onze verslaggevers,7,,,1,,8,51,367,849,3,482,64,80,85,39,80,170,29,45,6,72,64,113,2,2,,,1,
teleg_0402,Telegraaf,boris Johnson schermt met opstappen,2017-09-20,buitenland,28,135,Van onze correspondent,,1,,,,1,7,56,150,1,94,6,14,17,3,14,38,1,8,6,15,10,18,,,1,,,
teleg_0403,Telegraaf,Mager bod May voor Brexit schiet voor EU tekort,2017-09-21,buitenland,19,284,Ruud Mikkers,3,7,,,,10,16,142,328,5,186,16,42,25,12,34,70,8,19,7,24,24,46,1,2,3,,,
teleg_0404,Telegraaf,IJmuiden wil geen fusie,2017-09-21,financieel,21,722,Wouter van Bergen,4,,,2,,6,40,354,845,3,491,42,105,55,34,78,199,22,34,19,68,62,118,9,2,,,1,
teleg_0405,Telegraaf,Duitsers stemmen over Merkel,2017-09-23,buitenland,16,1370,,11,11,,,,22,81,631,1573,7,942,119,160,79,73,161,341,37,92,29,161,123,191,7,3,4,,,
teleg_0406,Telegraaf,May reikt EU olijftak,2017-09-23,buitenland,19,472,Ruud Mikkers,7,6,,,,13,31,232,555,3,323,40,54,41,25,53,118,14,29,7,46,41,83,4,1,2,,,
teleg_0407,Telegraaf,JP Morgan naar Polen,2017-09-23,financieel,37,62,,1,3,,,1,5,4,26,69,3,43,6,11,3,1,7,21,2,1,1,6,4,5,1,1,1,,,1
teleg_0408,Telegraaf,Juncker,2017-09-23,financieel,38,487,,14,,,,,14,33,250,577,11,327,42,52,32,30,52,126,24,39,1,55,40,80,4,11,,,,
teleg_0409,Telegraaf,KPN stevig onder druk,2017-09-23,financieel,40,241,Mark Garrelts,1,1,,,,2,15,95,277,2,182,19,32,14,6,30,63,14,6,8,25,21,33,6,1,1,,,
teleg_0410,Telegraaf,Ergernis,2017-09-25,binnenland,2,219,,5,,,,,5,16,113,255,2,142,27,22,23,12,26,50,5,11,4,18,19,37,1,2,,,,
teleg_0412,Telegraaf,Personeel medicijnwaakhond wil naar Amsterdam,2017-09-27,regio,13,240,,1,4,,4,2,11,12,116,275,7,159,13,32,16,12,33,67,7,13,1,27,20,34,,1,4,,1,1
teleg_0413,Telegraaf,Corbyn als wonderlijke cultheld op congres,2017-09-27,buitenland,16,320,Joost van Mierlo,,,,,,,17,160,357,0,197,26,35,23,17,45,78,3,26,1,29,26,44,4,,,,,
teleg_0414,Telegraaf,’Born cruciaal voor elektrische auto’,2017-09-27,financieel,23,322,Rob Goossens,1,,,2,,3,28,157,387,2,230,20,38,26,16,30,86,3,20,7,40,28,62,11,1,,,1,
teleg_0415,Telegraaf,Handelsoorlog tussen Londen en VS in zicht,2017-09-28,buitenland,18,354,Van onze correspondent,2,,,,1,3,17,154,383,2,229,29,47,20,10,53,93,5,14,3,32,29,46,2,1,,,,1
teleg_0416,Telegraaf,Blinde EU pompt superstaat op,2017-09-29,binnenland,11,906,Nausicaa Marbe,2,4,,,,6,54,394,1005,3,611,110,93,66,47,79,212,9,80,4,104,75,122,4,2,1,,,
teleg_0419,Telegraaf,Geen daden maar woorden in Tallinn,2017-09-29,buitenland,18,446,Ruud Mikkers,1,4,,,,5,23,219,504,4,285,36,56,55,19,57,107,4,16,6,41,37,62,8,1,3,,,
teleg_0420,Telegraaf,Reizen door de Middeleeuwen,2017-09-29,journaal,19,310,,5,1,,,,6,20,142,361,5,219,17,36,24,12,35,78,7,20,12,37,30,51,2,4,1,,,
teleg_0421,Telegraaf,Catalanen diep verdeeld,2017-09-30,buitenland,19,946,,5,8,,,,13,95,495,1174,6,679,58,111,97,48,95,251,29,95,24,128,84,140,14,3,3,,,
teleg_0422,Telegraaf,Conservatieven gaan rollebollend over straat,2017-10-02,buitenland,13,284,Joost van Mierlo,,,,,2,2,22,118,297,1,179,27,35,18,7,23,64,,28,4,23,24,42,2,,,,,1
teleg_0423,Telegraaf,Keiharde Brexiteers gijzelen Conservatieve Partij,2017-10-03,buitenland,17,360,Van onze correspondent,2,2,,,2,6,27,167,409,3,242,36,41,24,12,42,80,7,33,9,39,29,51,6,1,1,,,1
teleg_0424,Telegraaf,$500 miljoen,2017-10-03,financieel,25,26,,,,,,1,1,1,12,28,1,16,3,5,1,1,2,8,,2,,2,2,2,,,,,,1
teleg_0425,Telegraaf,Stad schreeuwt om personeel,2017-10-05,regio,2,1384,Van onze verslaggevers,4,,,14,,18,129,732,1662,8,930,81,162,139,73,136,354,35,130,25,175,114,230,8,4,,,4,
teleg_0426,Telegraaf,Belasting omlaag,2017-10-06,binnenland,3,533,Martin Visser,1,,,1,,2,39,229,572,2,343,32,60,49,17,54,109,40,26,3,45,50,83,4,1,,,1,
teleg_0427,Telegraaf,’Belasting flitshandel’,2017-10-06,financieel,23,80,,,,,2,,2,4,35,83,1,48,1,14,2,4,7,23,1,3,,8,6,14,,,,,1,
teleg_0428,Telegraaf,Minder fusies door politieke onzekerheden,2017-10-06,financieel,25,341,Gert van Harskamp,5,,,1,,6,16,139,359,5,220,27,51,11,17,39,86,26,9,6,27,28,31,1,4,,,1,
teleg_0429,Telegraaf,Prijs,2017-10-12,buitenland,19,306,Joost van Mierlo,,,,,,,22,166,366,0,200,26,26,31,26,27,61,2,42,1,38,25,60,1,,,,,
teleg_0430,Telegraaf,’Brexit-bemiddeling Nederland’,2017-10-12,financieel,21,262,Ruud Mikkers,6,2,,,,8,22,137,322,4,185,14,23,26,10,31,68,6,21,5,39,21,55,3,3,1,,,
teleg_0431,Telegraaf,Vechtscheiding Brexit dichterbij,2017-10-13,buitenland,17,389,Ruud Mikkers,6,4,,,,10,22,211,456,5,245,28,44,36,19,49,98,6,28,2,34,35,75,2,3,2,,,
teleg_0432,Telegraaf,Met dank aan Willem III,2017-10-13,journaal,19,609,,2,,,1,,3,46,279,736,3,457,45,71,41,29,58,177,15,53,35,70,64,76,2,2,,,1,
teleg_0433,Telegraaf,ARcelor en DSM pieken,2017-10-13,financieel,24,239,Theo Besteman,1,1,,,1,3,17,94,279,3,185,14,27,14,16,20,72,9,8,11,33,20,33,2,1,1,,,1
teleg_0434,Telegraaf,Saai is mooi!,2017-10-14,buitenland,17,459,Frank van Vliet,2,,,,,2,37,261,554,2,293,35,36,51,25,66,102,7,46,3,57,39,80,7,2,,,,
teleg_0435,Telegraaf,’Gesprekken Brexit vast’,2017-10-14,financieel,37,60,,1,,,1,,2,6,24,71,2,47,6,6,1,2,7,20,,5,3,9,4,8,,1,,,1,
teleg_0436,Telegraaf,Beursweek,2017-10-14,financieel,44,294,,3,,,,1,4,25,85,369,4,284,17,29,15,9,28,98,40,9,7,51,33,33,,3,,,,1
teleg_0437,Telegraaf,’Brexit is geen scheiding’,2017-10-16,financieel,21,666,Dorinde Meuzelaar,16,,,1,,17,75,364,810,7,446,59,66,67,35,64,151,18,81,8,79,62,117,3,6,,,1,
teleg_0438,Telegraaf,Knokken voor Brexit-buit,2017-10-18,binnenland,10,570,Ruud Mikkers,7,6,,2,1,16,36,268,666,11,398,44,70,54,34,54,144,14,36,5,63,48,93,7,3,6,,1,1
teleg_0439,Telegraaf,May staat met lege handen,2017-10-19,buitenland,17,300,Ruud Mikkers,1,5,,,,6,19,158,359,3,201,21,39,28,18,34,76,7,19,3,30,26,57,1,1,2,,,
teleg_0440,Telegraaf,Duidelijkheid geëist van Theresa May,2017-10-21,buitenland,17,237,Ruud Mikkers,2,2,,,,4,14,129,287,2,158,15,40,23,9,27,60,9,13,2,25,20,40,4,1,1,,,
teleg_0441,Telegraaf,Beursweek,2017-10-21,financieel,44,302,,3,,,,,3,16,114,350,3,236,22,45,11,8,45,89,17,1,13,28,33,37,1,3,,,,
teleg_0442,Telegraaf,Déjà vu voor Fokker,2017-10-24,financieel,21,648,Yteke de Jong,,,,2,1,3,35,299,722,3,423,40,84,56,36,62,170,11,29,12,60,58,99,5,,,,2,1
teleg_0443,Telegraaf,Analyse Handen af van onze Theresa,2017-10-25,buitenland,17,336,,,1,,,,1,19,169,376,1,207,32,30,34,17,26,75,6,33,7,36,27,52,1,,1,,,
teleg_0444,Telegraaf,Vibrator-rel om Britse minister,2017-10-30,buitenland,13,255,Van onze redactie buitenland,,,,,1,1,20,135,292,1,157,17,35,16,9,30,63,3,26,3,26,20,44,,,,,,1
